dim,points,k,tau_query,time_ms,recall,status
7,100000,40,0.5,82.26886205375195,0.00021100000594742596,ok
7,100000,40,0.64,82.00182719156146,0.00021100000594742596,ok
7,100000,40,0.64,77.84782210364938,0.00021100000594742596,ok
7,100000,40,0.64,65.33134914934635,0.00021100000594742596,ok
7,100000,40,0.8,80.11584100313485,0.00021100000594742596,ok
7,100000,40,0.8,82.40391802974045,0.00021100000594742596,ok
7,100000,40,0.8,82.18182786367834,0.00021100000594742596,ok
7,500000,40,0.3,533.1356320530176,4.0099999750964344e-05,ok
7,500000,40,0.3,523.4068129211664,4.0099999750964344e-05,ok
7,500000,40,0.3,531.116666039452,4.0099999750964344e-05,ok
7,500000,40,0.5,567.6207321230322,4.0099999750964344e-05,ok
7,500000,40,0.5,569.1906090360135,4.0099999750964344e-05,ok
7,500000,40,0.5,567.4206740222871,4.0099999750964344e-05,ok
7,500000,40,0.64,517.6725462079048,4.0099999750964344e-05,ok
7,500000,40,0.64,586.9779291097075,4.0099999750964344e-05,ok
7,500000,40,0.64,583.1982749514282,4.0099999750964344e-05,ok
7,500000,40,0.8,601.1515280697495,4.0099999750964344e-05,ok
7,500000,40,0.8,600.3193960059434,4.0099999750964344e-05,ok
7,500000,40,0.8,454.0227120742202,4.0099999750964344e-05,ok
8,100000,40,0.3,82.2454912122339,0.00017874999321065843,ok
8,100000,40,0.3,82.01194019056857,0.00017874999321065843,ok
8,100000,40,0.3,81.78322692401707,0.00017874999321065843,ok
8,100000,40,0.5,81.82869316078722,0.00017874999321065843,ok
8,100000,40,0.5,82.01618795283139,0.00017874999321065843,ok
8,100000,40,0.5,81.83854189701378,0.00017874999321065843,ok
8,100000,40,0.64,54.05100085772574,0.00017874999321065843,ok
8,100000,40,0.64,82.05413003452122,0.00017874999321065843,ok
8,100000,40,0.64,81.74160798080266,0.00017874999321065843,ok
8,100000,40,0.8,81.80900383740664,0.00017874999321065843,ok
8,100000,40,0.8,67.32253287918866,0.00017874999321065843,ok
8,100000,40,0.8,81.8117680028081,0.00017874999321065843,ok
8,500000,40,0.3,548.6928578466177,4.065000030095689e-05,ok
8,500000,40,0.3,544.3164180032909,4.065000030095689e-05,ok
8,500000,40,0.3,548.8260199781507,4.065000030095689e-05,ok
8,500000,40,0.5,601.123102940619,4.065000030095689e-05,ok
8,500000,40,0.5,485.2006749715656,4.065000030095689e-05,ok
8,500000,40,0.5,600.7727840915322,4.065000030095689e-05,ok
8,500000,40,0.64,623.2521350029856,4.065000030095689e-05,ok
8,500000,40,0.64,623.0935258790851,4.065000030095689e-05,ok
8,500000,40,0.64,627.1633391734213,4.065000030095689e-05,ok
8,500000,40,0.8,638.2814650423825,4.065000030095689e-05,ok
8,500000,40,0.8,638.3523789700121,4.065000030095689e-05,ok
8,500000,40,0.8,429.7495388891548,4.065000030095689e-05,ok
9,100000,40,0.3,81.93594892509282,0.00017874999321065843,ok
9,100000,40,0.3,70.03815891221166,0.00017874999321065843,ok
9,100000,40,0.3,81.93996595218778,0.00017874999321065843,ok
9,100000,40,0.5,82.16728596016765,0.00017874999321065843,ok
9,100000,40,0.5,81.90923812799156,0.00017874999321065843,ok
9,100000,40,0.5,81.90120290964842,0.00017874999321065843,ok
9,100000,40,0.64,81.80498098954558,0.00017874999321065843,ok
9,100000,40,0.64,82.02201197855175,0.00017874999321065843,ok
9,100000,40,0.64,81.83562895283103,0.00017874999321065843,ok
9,100000,40,0.8,81.94193011149764,0.00017874999321065843,ok
9,100000,40,0.8,54.36362000182271,0.00017874999321065843,ok
9,100000,40,0.8,81.92872488871217,0.00017874999321065843,ok
9,500000,40,0.3,461.81428199633956,4.065000030095689e-05,ok
9,500000,40,0.3,545.8157109096646,4.065000030095689e-05,ok
9,500000,40,0.3,549.0831609349698,4.065000030095689e-05,ok
9,500000,40,0.5,601.7564798239619,4.065000030095689e-05,ok
9,500000,40,0.5,602.7211949694902,4.065000030095689e-05,ok
9,500000,40,0.5,458.2214569672942,4.065000030095689e-05,ok
9,500000,40,0.64,624.4292601477355,4.065000030095689e-05,ok
9,500000,40,0.64,625.030186958611,4.065000030095689e-05,ok
9,500000,40,0.64,624.0267790853977,4.065000030095689e-05,ok
9,500000,40,0.8,544.1805990412831,4.065000030095689e-05,ok
9,500000,40,0.8,642.39178202115,4.065000030095689e-05,ok
9,500000,40,0.8,639.0623049810529,4.065000030095689e-05,ok
10,100000,40,0.3,82.25532597862184,0.00018099999579135329,ok
10,100000,40,0.3,82.02101406641304,0.00018099999579135329,ok
10,100000,40,0.3,81.53532398864627,0.00018099999579135329,ok
10,100000,40,0.5,83.1548769492656,0.00018099999579135329,ok
10,100000,40,0.5,82.06366398371756,0.00018099999579135329,ok
10,100000,40,0.5,82.0426749996841,0.00018099999579135329,ok
10,100000,40,0.64,81.80468389764428,0.00018099999579135329,ok
10,100000,40,0.64,82.05899503082037,0.00018099999579135329,ok
10,100000,40,0.64,81.68563898652792,0.00018099999579135329,ok
10,100000,40,0.8,82.14324084110558,0.00018099999579135329,ok
10,100000,40,0.8,81.77868206985295,0.00018099999579135329,ok
10,100000,40,0.8,82.05321105197072,0.00018099999579135329,ok
10,500000,40,0.3,547.1657351590693,4.0449998778058216e-05,ok
10,500000,40,0.3,541.4708300959319,4.0449998778058216e-05,ok
10,500000,40,0.3,328.4867578186095,4.0449998778058216e-05,ok
10,500000,40,0.5,598.2433569151908,4.0449998778058216e-05,ok
10,500000,40,0.5,598.3428140170872,4.0449998778058216e-05,ok
10,500000,40,0.5,595.8168089855462,4.0449998778058216e-05,ok
10,500000,40,0.64,621.3322558905929,4.0449998778058216e-05,ok
10,500000,40,0.64,426.34557792916894,4.0449998778058216e-05,ok
10,500000,40,0.64,625.542005058378,4.0449998778058216e-05,ok
10,500000,40,0.8,634.6808508969843,4.0449998778058216e-05,ok
10,500000,40,0.8,627.2031548433006,4.0449998778058216e-05,ok
10,500000,40,0.8,635.2163231931627,4.0449998778058216e-05,ok
