size,k,faiss_time,fgc_time,count,dimension
90000,10,180.74440956115723,58.837175369262695,1,5
90000,40,205.3539752960205,99.58529472351074,1,5
90000,100,223.1302261352539,193.53890419006348,1,5
100000,10,170.51100730895996,16.618967056274414,1,3
100000,40,249.83882904052737,22.464513778686523,1,3
100000,100,286.1959934234619,41.17584228515625,1,3
100000,10,197.2928047180176,74.2039680480957,1,5
100000,40,210.41488647460935,116.00685119628906,1,5
100000,100,312.87455558776855,175.93050003051758,1,5
150000,10,379.9152374267578,20.517587661743164,1,3
150000,40,568.2883262634277,40.213823318481445,1,3
150000,100,714.9786949157715,37.50324249267578,1,3
150000,10,410.4483127593994,132.41934776306152,1,5
150000,40,546.9658374786377,147.8748321533203,1,5
150000,100,704.3769359588623,258.29434394836426,1,5
200000,10,746.7746734619141,21.23808860778809,1,3
200000,40,917.2849655151368,20.4927921295166,1,3
200000,100,1118.5529232025146,74.4168758392334,1,3
200000,10,687.9303455352783,162.3251438140869,1,5
200000,40,898.8680839538574,196.23517990112305,1,5
200000,100,1138.462781906128,366.95337295532227,1,5
250000,10,1125.6577968597412,13.640403747558594,1,3
250000,40,1405.7137966156006,42.72747039794922,1,3
250000,100,1624.3929862976074,104.09069061279295,1,3
250000,10,1139.5471096038818,224.42269325256348,1,5
250000,40,1448.429822921753,352.6263236999512,1,5
250000,100,1642.580270767212,491.0271167755127,1,5
300000,10,1593.0378437042236,20.97940444946289,1,3
300000,40,2103.679418563843,51.560163497924805,1,3
300000,100,2461.430311203003,108.27112197875977,1,3
300000,10,1538.1247997283936,240.33451080322263,1,5
300000,40,2091.6881561279297,420.7730293273926,1,5
300000,100,2318.695306777954,615.0908470153809,1,5
350000,10,2116.377592086792,32.62186050415039,1,3
350000,40,2744.207859039306,37.992000579833984,1,3
350000,100,3075.597763061523,109.8191738128662,1,3
350000,10,2052.8483390808105,296.0622310638428,1,5
350000,40,2726.942300796509,518.9356803894043,1,5
350000,100,3120.272159576416,862.3874187469482,1,5
400000,10,2856.395959854126,23.289918899536133,1,3
400000,40,3674.4422912597656,58.199405670166016,1,3
400000,100,4096.508741378784,106.04453086853027,1,3
400000,10,2662.8153324127197,376.7266273498535,1,5
400000,40,4008.134365081787,615.8437728881836,1,5
400000,100,3983.8345050811768,1118.539333343506,1,5
450000,10,3434.9987506866455,24.169921875,1,3
450000,40,4433.52484703064,40.14945030212402,1,3
450000,100,4893.702507019043,115.464448928833,1,3
450000,10,3357.310056686402,465.8372402191162,1,5
450000,40,4397.450923919678,732.5844764709473,1,5
450000,100,4976.086616516113,1094.1600799560547,1,5
500000,10,4272.629261016846,47.91092872619629,1,3
500000,40,5473.53458404541,76.35283470153809,1,3
500000,100,6126.747608184814,136.51108741760254,1,3
500000,10,4203.406810760498,535.1078510284424,1,5
500000,40,5519.087791442871,848.2697010040283,1,5
500000,100,6028.438091278076,1280.165195465088,1,5
600000,10,6019.122123718262,71.75755500793457,1,3
600000,40,7862.414598464966,92.24581718444824,1,3
600000,100,8567.446231842041,209.6683979034424,1,3
600000,10,6161.569356918335,737.1997833251953,1,5
600000,40,8104.706287384033,1438.4400844573977,1,5
600000,100,8791.377067565918,1706.0868740081787,1,5
700000,10,8281.961917877197,55.257320404052734,1,3
700000,40,10655.436515808104,130.63597679138184,1,3
700000,100,11849.67875480652,267.4283981323242,1,3
700000,10,8254.532098770142,904.9386978149414,1,5
700000,40,10763.269186019896,1396.742582321167,1,5
700000,100,11956.980466842651,2147.1753120422363,1,5
800000,10,10730.111837387083,91.16101264953612,1,3
800000,40,14064.281463623049,140.05351066589355,1,3
800000,100,14985.9516620636,279.7987461090088,1,3
800000,10,10828.518152236938,1305.8104515075684,1,5
800000,40,13852.977275848389,1700.2782821655271,1,5
800000,100,15455.604076385498,2670.742988586426,1,5
900000,10,13619.168758392334,125.68044662475586,1,3
900000,40,17483.42251777649,201.22981071472168,1,3
900000,100,19073.121070861816,360.60571670532227,1,3
900000,10,13570.666551589966,1492.2964572906494,1,5
900000,40,17438.191652297974,2074.7761726379395,1,5
900000,100,18950.43110847473,3157.0589542388916,1,5
1000000,10,16641.734838485718,181.6856861114502,1,3
1000000,40,21600.117206573486,226.4535427093506,1,3
1000000,100,23099.539756774902,382.9112052917481,1,3
1000000,10,16890.909433364868,1716.3372039794922,1,5
1000000,40,21582.353115081787,2458.008289337158,1,5
1000000,100,23289.445638656616,3748.3527660369873,1,5
1500000,10,37665.29083251953,370.8643913269043,1,3
1500000,40,47389.585733413696,469.2544937133789,1,3
1500000,100,52582.71145820618,759.7160339355469,1,3
1500000,10,37273.09346199036,3411.885976791382,1,5
1500000,40,48191.503286361694,4957.08966255188,1,5
1500000,100,51748.13079833984,7123.103141784668,1,5
2000000,10,67050.9843826294,708.3113193511963,1,3
2000000,40,84003.6153793335,858.6318492889404,1,3
2000000,100,91602.58555412292,1327.3837566375732,1,3
2000000,10,67492.9587841034,5162.1253490448,1,5
2000000,40,82671.04625701904,7623.330354690552,1,5
2000000,100,88497.70069122314,10844.0523147583,1,5
2500000,10,100417.48881340028,1036.4222526550293,1,3
2500000,40,126654.9355983734,1327.337026596069,1,3
2500000,100,137675.1914024353,1980.973243713379,1,3
2500000,10,103082.62395858765,7280.596494674683,1,5
2500000,40,130964.5380973816,11394.633293151855,1,5
2500000,100,143425.4138469696,16035.908222198486,1,5
3000000,10,149225.5563735962,1627.0809173583984,1,3
3000000,40,186034.05499458313,1916.1436557769775,1,3
3000000,100,201720.14832496643,2729.2320728302,1,3
3000000,10,148021.07000350952,10077.027082443235,1,5
3000000,40,186756.8895816803,15464.44296836853,1,5
3000000,100,201884.2496871948,21874.03178215027,1,5
3500000,10,216778.7368297577,3671.985626220703,1,3
3500000,40,367019.74177360535,2546.236753463745,1,3
3500000,100,386766.6628360748,3916.979312896729,1,3
3500000,10,279705.38091659546,17126.35612487793,1,5
3500000,40,358793.0817604065,28269.57392692566,1,5
3500000,100,326440.6313896179,28133.134126663208,1,5
4000000,10,255419.64149475095,3418.860673904419,1,3
4000000,40,337760.01930236816,3225.4953384399414,1,3
100000,10,174.5906670888265,292.64291127522785,3,2
100000,40,231.6570281982422,17.45128631591797,3,2
100000,100,290.1100317637126,46.82119687398275,3,2
1000000,10,12481.810808181765,374.8877048492432,2,2
1000000,40,17181.735157966614,512.5360488891602,2,2
1000000,100,18593.43385696411,916.4433479309082,2,2
5000000,10,218980.7498455048,14535.460472106934,1,2
5000000,40,462188.467502594,15788.62714767456,1,2
5000000,100,630476.0859012604,20558.988332748413,1,2
100000,10,233.36005210876465,43.59424114227295,2,3
100000,40,291.3334369659424,27.220606803894043,2,3
100000,100,354.8266887664795,39.63148593902588,2,3
1000000,10,16739.696621894836,135.85257530212402,2,3
1000000,40,23282.178044319153,169.7709560394287,2,3
1000000,100,24593.324303627018,471.99881076812744,2,3
5000000,10,354924.2939949036,2216.5539264678955,1,3
5000000,40,382648.6599445343,2453.6828994750977,1,3
100000,10,205.00874519348145,55.274248123168945,1,4
100000,40,247.50900268554688,66.18094444274902,1,4
100000,100,316.8623447418213,115.62895774841309,1,4
1000000,10,16677.55651473999,600.4016399383545,1,4
1000000,40,21574.338912963867,1026.2322425842283,1,4
1000000,100,22901.528358459473,1712.2187614440918,1,4
100000,10,177.72626876831055,56.446075439453125,1,5
100000,40,246.81472778320312,89.04027938842773,1,5
100000,100,307.13939666748047,173.7687587738037,1,5
1000000,10,16740.315675735474,1749.1240501403809,1,5
1000000,40,21333.518981933594,2407.1309566497803,1,5
1000000,100,22308.954000473022,3640.405178070069,1,5
100000,10,183.1681728363037,92.62776374816896,1,6
100000,40,273.81157875061035,193.73798370361328,1,6
100000,100,266.6642665863037,242.297887802124,1,6
1000000,10,16399.94740486145,3022.8238105773926,1,6
1000000,40,21186.271905899048,4500.215291976929,1,6
1000000,100,22481.68921470642,6057.594060897827,1,6
100000,10,194.56028938293457,181.63371086120603,1,7
100000,40,276.20673179626465,310.53614616394043,1,7
100000,100,290.35115242004395,407.0138931274414,1,7
1000000,10,16465.89159965515,5196.003437042236,1,7
1000000,40,21132.601499557495,7227.216958999634,1,7
1000000,100,22606.855630874634,9400.54488182068,1,7
100000,10,200.4411220550537,215.55304527282715,1,8
100000,40,247.93624877929688,331.53223991394043,1,8
100000,100,295.87388038635254,404.1516780853271,1,8
1000000,10,16367.194414138794,6478.608131408691,1,8
1000000,40,21023.541688919067,8475.707292556763,1,8
1000000,100,22373.149871826172,10862.16640472412,1,8
100000,10,191.298246383667,357.2516441345215,1,9
100000,40,245.99957466125488,458.5089683532715,1,9
100000,100,343.001127243042,579.4515609741211,1,9
1000000,10,16596.357107162476,9717.9753780365,1,9
1000000,40,21119.67706680298,12101.14049911499,1,9
1000000,100,22960.370302200317,14824.108600616457,1,9
100000,10,167.60802268981934,435.5921745300293,1,10
100000,40,219.1934585571289,463.4091854095459,1,10
100000,100,297.78361320495605,556.4477443695068,1,10
1000000,10,16706.008434295654,12879.896879196169,1,10
1000000,40,21123.511791229248,17058.955192565918,1,10
1000000,100,23499.566555023193,18750.936269760132,1,10
100000,10,174.78299140930176,412.4777317047119,1,11
100000,40,229.3150424957275,573.2085704803467,1,11
100000,100,272.397518157959,749.85671043396,1,11
1000000,10,17034.990549087524,17558.163166046143,1,11
1000000,40,22048.48074913025,21015.855073928833,1,11
1000000,100,23729.318141937256,23784.162521362305,1,11
100000,10,194.1778659820557,688.0931854248047,1,12
100000,40,274.51086044311523,913.163423538208,1,12
100000,100,319.0889358520508,802.7849197387695,1,12
1000000,10,17186.56587600708,22713.581323623657,1,12
1000000,40,21507.131099700928,24643.568515777588,1,12
1000000,100,23866.56951904297,27501.14679336548,1,12
100000,10,194.38815116882324,784.8269939422607,1,13
100000,40,268.54467391967773,972.2509384155272,1,13
100000,100,331.17175102233887,961.7528915405272,1,13
1000000,10,17225.878715515137,26369.690895080566,1,13
1000000,40,21629.044771194454,29632.765293121334,1,13
1000000,100,24008.052349090576,32374.45020675659,1,13
100000,10,193.9544677734375,931.6227436065674,1,14
100000,40,244.19593811035156,1216.224193572998,1,14
100000,100,351.9458770751953,1114.5544052124023,1,14
