size,k,scann_time,fgc_time,count,fixed_dimension,dimension,fixed_size
,10,5296.6835260391235,9122.78592586517,10,,65.0,100000.0
,10,5282.5896978378305,8310.944819450378,10,,66.0,100000.0
,10,5232.402086257935,9783.949542045597,10,,67.0,100000.0
,10,5395.014405250549,9257.83519744873,10,,68.0,100000.0
,10,5405.812644958496,8274.35417175293,10,,69.0,100000.0
,10,5377.527165412903,9151.069307327272,10,,70.0,100000.0
,10,5503.531646728516,8610.181331634521,10,,71.0,100000.0
,10,5534.519839286804,9968.830704689026,10,,72.0,100000.0
,10,5671.109414100647,8178.535223007202,10,,73.0,100000.0
,10,5605.556321144104,9225.033617019652,10,,74.0,100000.0
,10,5750.524735450745,9593.728399276732,10,,75.0,100000.0
,10,5700.3989934921265,9667.538118362429,10,,76.0,100000.0
,10,5751.8205642700195,9924.071049690248,10,,77.0,100000.0
,10,5864.266800880432,9909.00790691376,10,,78.0,100000.0
,10,5970.7763671875,9994.422864913944,10,,79.0,100000.0
,10,5804.451489448547,11988.373088836672,10,,80.0,100000.0
,10,5984.986209869385,10436.704707145696,10,,81.0,100000.0
,10,6249.417686462402,10514.01243209839,10,,82.0,100000.0
,10,6019.171762466431,9790.77937602997,10,,83.0,100000.0
,10,6103.824734687805,10882.920861244203,10,,84.0,100000.0
,10,6139.970564842224,10327.998375892636,10,,85.0,100000.0
,10,6154.738545417786,11772.2784280777,10,,86.0,100000.0
,10,6248.89063835144,11346.886610984806,10,,87.0,100000.0
,10,6169.970703125001,10199.043583869936,10,,88.0,100000.0
,10,6346.232080459596,10286.033391952516,10,,89.0,100000.0
,10,6424.144887924194,11563.49539756775,10,,90.0,100000.0
,10,6490.0012016296405,11408.84590148926,10,,91.0,100000.0
,10,6515.187382698059,11925.61628818512,10,,92.0,100000.0
,10,6553.043127059937,11383.99248123169,10,,93.0,100000.0
,10,6488.266372680664,11547.349810600275,10,,94.0,100000.0
,10,6648.427653312683,12092.262983322144,10,,95.0,100000.0
,10,6565.956759452822,17011.91453933716,10,,96.0,100000.0
,10,6692.73955821991,11770.74210643768,10,,97.0,100000.0
,10,6759.552597999573,12245.05968093872,10,,98.0,100000.0
,10,6805.791807174683,12759.09295082092,10,,99.0,100000.0
,10,6819.7919845581055,13307.964730262756,10,,100.0,100000.0
50000.0,40,2437.584638595581,237.27989196777344,5,5.0,,
100000.0,40,3670.142889022827,102.6175022125244,5,5.0,,
150000.0,40,5534.393548965454,181.16521835327148,5,5.0,,
200000.0,40,7694.130420684814,239.43233489990232,5,5.0,,
250000.0,40,9671.008110046389,348.8788604736328,5,5.0,,
300000.0,40,12305.73844909668,410.7379913330078,5,5.0,,
350000.0,40,14274.430513381958,470.7202911376953,5,5.0,,
400000.0,40,17244.57359313965,507.2298049926758,5,5.0,,
450000.0,40,19934.836626052856,696.3419914245605,5,5.0,,
500000.0,40,21513.129711151123,726.8877029418945,5,5.0,,
550000.0,40,23718.494653701782,873.6140727996826,5,5.0,,
600000.0,40,27713.485956192017,1053.2951354980469,5,5.0,,
650000.0,40,31289.65711593628,1184.657096862793,5,5.0,,
700000.0,40,34129.7402381897,1374.8712539672852,5,5.0,,
750000.0,40,37344.01226043701,1522.4847793579102,5,5.0,,
800000.0,40,40747.41339683533,1541.8286323547363,5,5.0,,
850000.0,40,44223.47068786621,1859.2510223388672,5,5.0,,
900000.0,40,47746.60682678223,1962.1405601501465,5,5.0,,
950000.0,40,50657.85527229309,2075.357437133789,5,5.0,,
1000000.0,40,54391.23749732971,2238.438844680786,5,5.0,,
1050000.0,40,57408.74528884888,2481.364965438843,5,5.0,,
1100000.0,40,60298.4082698822,2720.0911045074463,5,5.0,,
1150000.0,40,64683.91299247742,2861.727714538574,5,5.0,,
1200000.0,40,65218.34897994995,3165.3149127960205,5,5.0,,
1250000.0,40,72265.24806022644,3465.11173248291,5,5.0,,
1300000.0,40,76556.01692199707,3681.07795715332,5,5.0,,
1350000.0,40,79706.6457271576,3761.9943618774414,5,5.0,,
1400000.0,40,83400.75826644897,4003.4523010253906,5,5.0,,
1450000.0,40,88034.02733802795,4467.48948097229,5,5.0,,
1500000.0,40,89961.86971664429,4554.486513137817,5,5.0,,
1550000.0,40,95406.79597854614,4807.405471801758,5,5.0,,
1600000.0,40,99204.76293563844,5098.085403442383,5,5.0,,
1650000.0,40,102560.2843761444,5520.904064178467,5,5.0,,
1700000.0,40,107873.8498687744,5524.18851852417,5,5.0,,
1750000.0,40,111612.22171783449,5795.878887176514,5,5.0,,
1800000.0,40,116367.32578277588,6186.305522918701,5,5.0,,
1850000.0,40,118716.41421318054,6485.122203826904,5,5.0,,
1900000.0,40,126062.71409988403,7071.204662322998,5,5.0,,
1950000.0,40,148003.52263450623,5376.253843307495,5,5.0,,
2000000.0,40,168656.81958198547,5713.434457778931,5,5.0,,
2050000.0,40,144747.85542488098,5834.834098815918,5,5.0,,
2100000.0,40,147780.34567832947,8373.265027999878,5,5.0,,
2150000.0,40,147905.28273582458,8299.532413482666,5,5.0,,
2200000.0,40,154486.96374893188,8668.081760406494,5,5.0,,
2250000.0,40,158951.31015777588,8904.054880142212,5,5.0,,
2300000.0,40,162476.5636920929,9337.615251541138,5,5.0,,
2350000.0,40,170939.67509269714,9564.526319503784,5,5.0,,
2400000.0,40,172794.04616355896,9990.293264389038,5,5.0,,
2450000.0,40,180450.69932937625,10825.763940811155,5,5.0,,
2500000.0,40,181779.97589111328,10644.165754318235,5,5.0,,
2550000.0,40,189957.2253227234,11182.981252670288,5,5.0,,
2600000.0,40,191250.73075294495,11240.065813064575,5,5.0,,
2650000.0,40,200864.68482017517,11778.6865234375,5,5.0,,
2700000.0,40,206230.5405139923,12237.080574035645,5,5.0,,
2750000.0,40,217627.6969909668,12733.267307281494,5,5.0,,
2800000.0,40,221750.435590744,13296.99683189392,5,5.0,,
2850000.0,40,223361.91725730896,14127.708435058594,5,5.0,,
2900000.0,40,232409.26909446716,14116.0306930542,5,5.0,,
2950000.0,40,233578.4497261047,14346.306085586548,5,5.0,,
3000000.0,40,243088.84811401367,14707.91220664978,5,5.0,,
3050000.0,40,254028.5496711731,15982.501983642578,5,5.0,,
3100000.0,40,257085.1662158966,16719.714164733887,5,5.0,,
3150000.0,40,258457.79418945312,16206.673383712769,5,5.0,,
3200000.0,40,268963.05775642395,16630.37395477295,5,5.0,,
3250000.0,40,273486.6154193878,17816.76959991455,5,5.0,,
3300000.0,40,282681.316614151,18677.76989936829,5,5.0,,
3350000.0,40,286559.41367149353,18979.753017425537,5,5.0,,
3400000.0,40,292305.91225624084,18912.989854812626,5,5.0,,
3450000.0,40,303380.4659843445,19030.145406723022,5,5.0,,
3500000.0,40,304600.4695892334,19257.930994033813,5,5.0,,
3550000.0,40,311782.0553779602,19708.760499954224,5,5.0,,
3600000.0,40,315727.3602485657,20074.235439300537,5,5.0,,
3650000.0,40,321191.01643562317,20787.651777267456,5,5.0,,
3700000.0,40,331468.6379432678,21305.686712265015,5,5.0,,
3750000.0,40,341891.2796974182,21948.928833007812,5,5.0,,
3800000.0,40,348609.39264297485,22473.958730697632,5,5.0,,
3850000.0,40,353095.0951576233,22629.77647781372,5,5.0,,
3900000.0,40,361585.3250026703,23352.95343399048,5,5.0,,
3950000.0,40,369447.1278190613,23630.04469871521,5,5.0,,
4000000.0,40,373408.0288410187,24427.135467529297,5,5.0,,
4050000.0,40,380354.76088523865,24939.34416770935,5,5.0,,
4100000.0,40,388776.12829208374,26549.519777297977,5,5.0,,
4150000.0,40,396018.16511154175,26471.78030014038,5,5.0,,
4200000.0,40,406259.75251197815,26209.941864013672,5,5.0,,
4250000.0,40,411824.84769821167,27162.02735900879,5,5.0,,
4300000.0,40,422849.34878349304,27893.693208694454,5,5.0,,
4350000.0,40,430406.1448574066,30037.30082511902,5,5.0,,
4400000.0,40,430413.3470058441,28332.659006118774,5,5.0,,
4450000.0,40,447968.0485725403,28779.396772384644,5,5.0,,
4500000.0,40,452478.080034256,30814.08977508545,5,5.0,,
4550000.0,40,458737.7767562866,29898.58078956604,5,5.0,,
4600000.0,40,463161.1578464508,30439.276695251465,5,5.0,,
4650000.0,40,475900.0136852264,31738.37637901306,5,5.0,,
4700000.0,40,484970.73888778687,32189.737796783447,5,5.0,,
4750000.0,40,486963.1462097168,32471.874713897705,5,5.0,,
4800000.0,40,489486.6421222687,34711.80868148804,5,5.0,,
4850000.0,40,501197.4186897278,33811.06185913086,5,5.0,,
4900000.0,40,515122.5664615631,34044.15774345398,5,5.0,,
4950000.0,40,657155.9991836548,35278.28121185303,5,5.0,,
5000000.0,40,652110.1424694061,35597.410440444946,5,5.0,,
,100,48555.21011352539,1741.4631843566897,5,,2.0,1000000.0
,100,51960.05940437317,440.312147140503,5,,3.0,1000000.0
,100,51898.93221855163,1945.279598236084,5,,4.0,1000000.0
,100,54820.351123809814,4032.455921173096,5,,5.0,1000000.0
,100,56167.65332221985,7298.179149627686,5,,6.0,1000000.0
,100,59128.46851348877,11108.675003051758,5,,7.0,1000000.0
,100,59489.17579650879,12316.062927246094,5,,8.0,1000000.0
,100,62315.61088562012,17947.859287261963,5,,9.0,1000000.0
,100,62943.188428878784,20625.683784484863,5,,10.0,1000000.0
,100,65725.1923084259,26081.00533485413,5,,11.0,1000000.0
,100,64897.83263206482,30657.891273498535,5,,12.0,1000000.0
,100,67601.16481781006,39282.39631652832,5,,13.0,1000000.0
,100,68607.19680786133,41833.51111412048,5,,14.0,1000000.0
,100,67996.0744380951,45563.17853927612,5,,15.0,1000000.0
,100,69152.68898010254,122147.58729934692,5,,16.0,1000000.0
,100,71075.4611492157,54335.65092086792,5,,17.0,1000000.0
,100,70811.09857559204,58566.68829917908,5,,18.0,1000000.0
,100,71806.9920539856,69733.35242271423,5,,19.0,1000000.0
,100,71198.87518882751,77625.30565261841,5,,20.0,1000000.0
,100,72163.6233329773,86692.86942481995,5,,21.0,1000000.0
,100,72550.67682266235,92487.61677742004,5,,22.0,1000000.0
,100,74394.52767372131,92142.8928375244,5,,23.0,1000000.0
,100,76151.63254737854,120928.00855636597,5,,24.0,1000000.0
,100,77524.43957328796,109462.86964416504,5,,25.0,1000000.0
,100,77449.25498962402,110779.13236618042,5,,26.0,1000000.0
,100,79167.78111457825,118937.05916404724,5,,27.0,1000000.0
,100,79354.30645942688,125451.4319896698,5,,28.0,1000000.0
,100,79660.08114814758,136623.19707870483,5,,29.0,1000000.0
,100,80092.85020828247,144017.07863807678,5,,30.0,1000000.0
,100,81436.27834320068,155638.1323337555,5,,31.0,1000000.0
,100,84141.01982116699,502200.7176876068,5,,32.0,1000000.0
,100,84424.04675483704,170777.4522304535,5,,33.0,1000000.0
,100,84126.71327590942,182712.38565444943,5,,34.0,1000000.0
,100,86250.37217140198,185366.4712905884,5,,35.0,1000000.0
,100,86938.16947937012,187814.77212905884,5,,36.0,1000000.0
,100,88233.17813873291,202214.6542072296,5,,37.0,1000000.0
